"CEREAL","BAKEPROD","MEATS","DAIRY","FRSHFRUT","FRSHVEG","PROCFRUT","PROCVEG","SWEETS","NONALBEV","OILS","MISCFOOD","ALCBEV","SMOKSUPP","PET_FOOD","PERSPROD","DRUGSUPP","HOUSKEEP","AGE_REF","BLS_URBN","FAM_SIZE","FAM_TYPE","RACE_REF","HISP_REF"
0,1.99,0,9.16,3.66,0,0,0,3.96,2.74,12.98,1.33,0,0,0,1.06,4,2.09,27,1,2,1,4,2
0,5.46,0,12.93,0,3.39,0,0,0,5.3,0,2.89,0,0,0,0,0,0,27,1,2,1,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,1,4,1,2
0,0,0,2.12,0,0,0,0,4.66,12.33,0,2.65,0,0,0,7.48,15.31342,0,52,1,1,4,1,2
9.96,12.43,19.47001,4.69,0,4.06,0,0,0,22.62,0,5.95,0,0,0,6.99,0,6.97,24,1,2,1,1,2
7.6,0,21.49,9.04,10.29,6.47,2.48,0,0,18.95,0,15.93,0,0,0,0,0,0,24,1,2,1,1,2
0,3,13.9,2.98,0,1.43,0,2.58,0,2.71,2.89,7.28,0,0,0,0,0,0,18,1,3,5,1,1
0,3.29,0,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,3,5,1,1
0,13.2,0,5.88,10,1.86,0,2,4.97,16.67,0,33.53,0,0,0,47.13,29.86,64.55,67,1,2,1,1,2
0,9.92,7.87,3.12,13.24,2.17,0,3.64,4.36,4.92,5.08,37.05,0,0,0,18.45,0,80.97379,67,1,2,1,1,2
8.46223,13.25,40.02103,23.35,2.22,16.90897,7.41,8.16,15.73909,20.27315,7.56,37.75553,129.2617,0,0,11.37,24.50739,4.23,49,1,3,2,1,2
0,0,0,0,0,0,2.5,2.28,0,10.59,2.12,0,106.69784,0,0,5.29,0,0,49,1,3,2,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,2,5,1,1
0,0,33.98,22.46,0,0,0,4.14,1.78,3.79,0,22.72,100.54,0,0,100.41,0,23.22,41,1,4,2,1,2
3.49,0,0,21.73,0,4.06,0,0,0,13,0,5.98,36.96,0,0,0,0,4.33,41,1,4,2,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,50,1,1,4,1,2
3.99,2.49,0,8.68,7.49,9.22,0,3.59,0,17.27,2.99,43.43,14.82,0,0,10.15,0,2.97,26,1,2,5,2,2
1,11.49,0,3.79,10.69669,10.57332,0,2.38,0,8.13,0,4.29,0,0,0,5,0,4.66,26,1,2,5,2,2
0,6,0,7.97,0.56,0,0,0,0,6.89,0,17.89,0,0,1.29,0,0,40.1,31,1,3,2,1,2
5.1,10.27,47.34,13.99,2.44804,4.57,0,4,0.48,2.31,1.09,66.73196,0,0,0,1.52,0,41.58,31,1,3,2,1,2
3.15,0,12.6,1.5,7.98,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,2,5,4,2
0,0,0,0,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,2,5,4,2
0,1.49,2.69,4.88,16.76,2.78,0,6.34,4.99,12.65,0,2.99,0,0,0,0,3.79,0,42,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99778,32.72,0,12.09971,42,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,2,1,1,2
0,0,0,0,12.34,3,0,0,0,0,0,0,0,0,0,0,0,0,18,1,2,5,1,1
0,0,0,6.89,6.36,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,2,5,1,1
7.98,7.97,4.99,9.96,6.78,0,1.49789,2.00211,3.15,9.74,0,29.44,0,0,0,29.02,51.79,29.34,58,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.11,0,0,58,1,1,4,1,2
0,0,0,0,0,0,0,0,0,8.64,0,10,0,0,0,0,0,0,88,1,2,5,1,2
10.62,5.18483,55.08001,37.51097,17.88781,15.6,0,0,9,26.481,0,46.70538,0,0,0,27.08,25.3346,31.81388,51,1,3,2,1,2
7.02,0,6.98,16.92,19.73,11.95,2.77,3.98,0,7.82,0,19.9,0,0,31.38,0,0,0,51,1,3,2,1,2
0,6.24,10.97,0,5.79,2.00557,0,0,0,8.97,0,3.40443,19.45,0,0,0,0,13.59,56,1,1,4,1,2
0,2.49,5.29,6.48,3.98,0,3.69,0,0,10,0,64.8,48.94,0,0,23.77,0,398.05,56,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,1,4,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,1,4,2,2
3.61,20.77,29.81,15.18,7.56,6.48,6.2,4.81,11.17,10.14,0,55.09,5.87,0,0,10.47,24.03,17.29,59,1,3,2,1,2
4.46,21.4,3.6,33.37,10.55,11.22,1.01,0,0,19.57,0,68.91,0,0,0,0,55.01,32.04,59,1,3,2,1,2
4.203,6.82224,16.72317,9.56984,7.32321,2.85956,16.57875,7.80563,4.75555,6.27902,4.23526,53.33476,27.59,0,0,0,0,0,38,1,4,2,1,2
0,0.82,0,8.64,1.68,10.61,2.46509,11.99491,1.48,6.86,7.94,34.92,0,0,0,7.2,12,66.39,38,1,4,2,1,2
0,0,0,0,0,0,0,0,0,0,0,14.1,25.23,0,0,0,0,0,34,1,3,2,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,3,2,1,2
1.99,0,1.39,8.28,0,0,0,0,0,3.81,0,2.99,0,0,0,0,0,0,23,1,2,3,2,2
0,0,2.27,1.5,3.25,0,0,0,0,0,0,1.25,0,0,0,0,0,0,23,1,2,3,2,2
0,2.03,6.11,0,0,0,0,0,0,0,2.54,0,36.3,5.56,0,0,0,0,42,1,1,4,1,2
5.53,2.47,11.79,1.72,0,0,4.9,0,0,10.38,3.98,15.44,30.55,10.98,0,0,0,0,42,1,1,4,1,2
0,24.99,15.98,0,0,0,0,4.29,0,28.81,0,10.09,44,0,22.74,47.64736,10.05539,30.33027,56,1,2,1,1,2
0,4.85,55.82999,26.62,21.19153,8.61847,6.15,5.78,0,1.17,5.54,28.81,13.9,0,106.61848,40.00001,165.37895,0,56,1,2,1,1,2
0,1.95,0,2.25,0,0,0,0,4.7,1.93,0,0,0,0,0,0,0,0,67,1,3,2,1,2
0,1.74,9.88,3.36,0,2.97,0,2.2,3.96,0,2.26,7.52,0,0,2,0,0,0,67,1,3,2,1,2
5.38,0,0,9.97,0,0,0,0,6,17.38,0,4.99,10,0,14.99,0,7.99,0,53,1,2,1,1,2
0,3.99,0,18.44,9,4.81,0,2.99,11.38,0,3.99,0,0,0,0,5.34,0,14.95,53,1,2,1,1,2
0,8.88,2.57,0,0,0,0,0,0,17.97,3.79,17.49,0,90.44,23.09,0,0,18.76,40,1,3,2,1,2
0,9.89,9.13,2.97,5.68,1.77,0,0,0,57.14,6.5,0,0,77.52,0,2.15,0,23.01,40,1,3,2,1,2
0,5.41094,8,0,2.19258,0,3.13338,11.6128,6.97829,33.39811,0,11.7439,0,0,20.88,2.65,0,7.75,60,1,2,1,1,2
2.29,3.95,41.04,2,0,10.73,2.98,0,0,10.48,0,15.49,22.28,0,0,2.64,0,0,60,1,2,1,1,2
0,3,1.35,4.48607,0,0,1.79,0,3,20.20329,0,11.16065,0,0,0,20.071,0,13.58912,39,1,3,2,1,2
5.66802,15.87204,27.16215,11.62908,9.58298,5.77266,6.82075,0,5.39409,11.87024,4.79,10.99311,0,0,3.69486,0,0,0,39,1,3,2,1,2
0,7.99,24.61,2.99,0,0,0,2.79,1,11.99,0,6.49,0,0,0,0,0,0,54,2,3,2,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,3,2,1,2
0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,68,1,1,4,1,2
3.17459,17.41158,0,12.31865,5.17082,5.08885,0,0,2.76916,4.23789,0,5.82846,0,0,0,0,0,0,68,1,1,4,1,2
0,20.06,12.97,12.52,13.54,7.29,3.65,0,7.92,17.24,0,56.98,0,0,0,8.34,0,25.01,56,1,3,2,4,2
0,0,76.88,5.73,14.59,18.5,0,0,0,5.24,0,14.1,0,0,0,0,0,0,56,1,3,2,4,2
0,6.3,0,0,0,0,0,0,1.72,19.06,0,0,20,0,0,0,0,23.78,49,1,1,4,1,2
0,14.43,5.04,6.24977,0,0,0,0,11.26,31.75,7.70354,11.48669,7,0,0,0,0,0,49,1,1,4,1,2
0,0,0,0,0,0,0,0,0,11.48,0,0,0,0,0,0,0,0,45,1,5,5,4,2
0,4.21724,13.6,8.67,9.33,6.82235,11.85738,12.43649,18,7.34827,0,11.45286,32,0,0,0,12.4,2.34541,72,1,2,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,72,1,2,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.59,0,0,25,1,1,4,1,2
0,0,0,0,0,0,0,0,0,17.31,0,0,0,0,0,35.42,0,0,25,1,1,4,1,2
7.02,15.57,0,0,0,0,0,0,13.59,0,0,13.28,0,18.29,0,161.21,0,5.1,60,1,2,1,4,2
0,18.77,9.39,5.21,5.58832,15.1275,8.87419,0,7.32,0,0,13.37,43,0,0,0,0,26.24,60,1,2,1,4,2
6.68,15.24,0,2.78,12.99,5.48,0,0,0,0,0,13.96,0,0,0,0,0,0,50,1,5,2,1,2
6,3.89,33.21,18.47,22.21,12.19,21.27,0,6,128.97,5.69,1.77,0,0,0,0,6.99,72.21,50,1,5,2,1,2
0,7.93,0,3.52,0,2.04,0,0,1.77,0,8.93,8.45,0,0,0.41,0,0,0,40,1,4,2,1,2
0,0,0,10.2,0,1.01,0,0,0,4.53,0,6.08,0,0,0,0,13.98,1.59,40,1,4,2,1,2
6.45,4.73,37.67,39.48994,5.95,3,5.69,4.66006,0.69,3.53,0,13.19,5.34,0,0,0,0,1.10168,46,1,4,3,1,1
4.68,2.98,7.89,7.22,0,1.68,0,4.01,0.99,0,0,3.96,1.88,0,0,0,0,0,46,1,4,3,1,1
0,0,0,2.68,5.94,4.25,0,0,0,8.55,0,6.72,0,0,0,0,0,4.33,56,1,1,4,1,1
0,4.88,7.95,0,17.23,6.56,1.32,0,2.08,4.33,0,10.96,6.48,0,0,1.09,0,3.27,56,1,1,4,1,1
0.7,3.74,17.05,0,0.59,3.63,2.99,0.79,9.27,1.34,0,16.05,7.89,0,0,0,0,5.65,37,1,2,3,1,1
5.16,9.59,10.1,8.98,10.06,2.21,0,1.68,0,0,0,55.8,0,0,21.72,35.44,0,0.95,37,1,2,3,1,1
0,0,0,0,3,0,0,0,0,13.61,0,35.96,0,24.44,0,0,0,0,59,1,2,5,1,2
0,5,7.5,3,0,0,0,0,0,6.21,0,36,0,18.33,0,0,2.64701,1.70571,59,1,2,5,1,2
0,6.12,1.19,7.89,0,2.99,0,0,2,8.1,0,14.69,0,0,0,0,0,3.78,88,1,1,4,1,2
0,11.37,0,7.33,0,0,1.75,0,3,10.71,0,3.94,0,0,1,0,0,3.24,88,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,4,4,2
9.81,17.82,204.62,7.97,17.44,0,0,6.49,8.5,18.37,0,56.2,0,0,0,0,0,11.03748,37,1,3,3,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,3,3,2,2
3.48,0,10.03,8.97,7.15,15.98,4.82887,5.13113,2.99,65.15,0,10.51,52.13,0,0,0,96.92,0,76,1,2,1,1,2
0,0,14.29,10.97,0,5.15,0,0,0,4.34,0,0,58.13,0,0,20.58,46.94,27.59062,76,1,2,1,1,2
9.98,2.99,4.49,4.59,7.91,0,0,0,10.58,3.29,8.58,4.78,0,0,0,0,59.48,2.98,61,1,2,1,1,2
2.29,3,55.94,39.7,19.56,25.16,6.99,4,10.49,79.24,0,93.18,0,0,0,6.42,0,29.35,61,1,2,1,1,2
0,1.49,24.46,2,0,4.18,0,0,0,3.23,0,0,42.67,0,0,5.39,0,11.73,58,1,2,1,1,2
0,8.01,20.66,16.4,6.77,14.15,2.99,0,0,8.57,0,6.98,78.12865,0,0,6.45,0,14.57,58,1,2,1,1,2
0,0,0,0,2.88,1.96,0,0,0,0,0,0,7.54384,0,0,0,0,2.14,23,1,1,4,4,1
6.23,1.98,3.36,4.73,1.44,0,1.18,3.59,3.77,5.36,2.15,20.7,0,0,2.16,0,0,12.41,23,1,1,4,4,1
11.29,18.53,0,42.54,13.69,7.08,14.12,1.5,16.45,0,2.08,36.71,0,0,0,0,0,11.25,44,1,5,2,1,2
16.52,14.09,0,23.77,1.21,2.26,2.58,0,2.55,0,0,15.61,0,0,0,11.18,0,6.27,44,1,5,2,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.31,74,1,2,1,6,2
0,3.98271,28,3.69,22.59,14.86729,4.94,2.78,0,17.88,4.29,18.24,0,0,0,0,257.79363,8.6,74,1,2,1,6,2
0,0.92,108.75999,16.9,0,20.64,1.24538,9.63462,0,2.06,0,28.93,0,0,0,0,0,23.54,28,1,3,2,1,2
3.31099,7.34504,0,0,0,0,0,0,2.86397,0,0,5.98,62.27,0,0,0,0,30.63,28,1,3,2,1,2
0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,3.95,61,1,3,2,1,2
8.29,50.46,43.92,8.98,12.97,3.48,0,18,2.99,12.89,0,66.26,29,0,0,26.92,0,8.67,61,1,3,2,1,2
4.3,3.8,42.3,8,15.95,34.85,6.25,0,0,0,0,19.48,0,0,0,0,0,0,47,1,5,2,2,2
4.05,3,42.45,5.97,3.7,10.79,2.99,0,0,0,0,12.16,0,0,0,0,0,0,47,1,5,2,2,2
5.34,17.53,45.24,15.12,0,14.7,0,0,0,31.03,8.58,12.97,0,0,3.36,0,0,0,42,1,4,2,1,2
22.46,13.28,61.51,18.86,1.95,15.75,0,2.85,0,26.95,7.49,65.62,9.78,0,0,0,0,0,42,1,4,2,1,2
0,12.7,58.67,0,18.25,13.66,0,0,2.98,14.11,0,23.04,18.5,0,0,57.36,0,11.97,20,1,4,5,1,1
0,11.92,28.99001,0,0,2.49,0,0,0,0,0,6.76,14.15,0,0,32.28,14.73,0,20,1,4,5,1,1
0,14.99,0,32.78308,0.98,3.22692,0,0,0,12.99,0,16.17,0,0,0,31.33,0,9.91845,42,1,3,2,1,2
0,4.98,4.99,12.15,0,3.16,0,0,1,0,0,2.49,0,0,27.1,3.24,0,0,42,1,3,2,2,2
4.74306,2.93,13.37,5.61511,6.64,13.55995,2.86645,0,10.37382,8.46,6.46,26.7516,20,0,0,74.2,0,21.2,26,1,1,4,2,2
0,8.62,32.44,0,6.99,7.28,9.84593,1.14407,0,0,0,15.45,0,0,0,0,0,0,26,1,1,4,2,2
3,1.5,0,5.4,0,0,5.77,0,0,17.21,0,0,0,0,0,0,3.2,0,44,1,1,4,1,2
0,4.18,3.49,0,13.62,0,3.39,0,15.27,9.98,0,15.67,0,0,0,166.02,0,0,44,1,1,4,1,2
0,0,0,4.77,4.26,11.58,4.78,0,7.96,17.84,0,11.76,0,0,0,0,0,0,66,1,4,2,1,2
0,0,0,2.78,4.17,3.39,0,8.42,1,3.88,0,17.35,0,0,0,0,0,98.34,66,1,4,2,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,3,2,6,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,3,2,6,2
0,10.15,20.75,0,0,2.84,0,0,1.6,0,0,7.95,0,0,0,0,1.05,33.67,37,1,3,3,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,4,2,1,2
0,15.98,47.95,18.98,5.98,19.46,8.49,0,0,0,0,35.67,0,0,0,65.7,0,0,31,1,4,2,1,2
8,3,0,12,0,4,2.56642,1.43358,0,0,0,3,0,0,0,0,0,0,34,1,5,2,1,1
8,0,14,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,34,1,5,2,1,1
3.58,20.15,39.68,24.87,13.49,21.21,7.17,0,4.61,4.52,3.37,17.19,55.5,0,42.83,0,19.98,6.4,66,1,2,1,1,2
0,0,19.07,10.55,8.7,0.78,5.71,0,0,24.74,0,5.01,28.43,0,0,0,0,35.86,66,1,2,1,1,2
13.87753,6.23538,8.93904,13.17153,7.01525,1.68878,0,0,7.31778,20.0352,0,21.71952,0,0,0,0,0,0,70,1,2,1,1,2
6.51815,10.43795,10.12267,12.11716,9.19436,5.27756,9.05088,8.07328,2.83091,9.32607,0,17.05103,0,0,0,0,205.73085,0,71,1,2,1,1,2
3.41368,12.833,9.3914,15.88638,10.77532,3.204,3.54141,4.00346,2.95279,6.60831,0,25.98025,0,0,0,0,0,0,60,1,1,4,1,2
0,2.85181,0,2.69003,13.54821,9.61769,0,0,2.95548,7.00912,0,12.30765,0,0,0,0,0,0,60,1,1,4,1,2
0,0,0,1.99,2.74122,1.85857,5.09061,0,0,3.41939,0,6.76022,9,0,0,0,0,0,64,1,2,5,4,2
3.11528,6.46746,0,9.56481,5.07423,1.54625,0,3.66025,0,4.15872,8.64481,26.3282,37.27,0,0,0,0,0,64,1,2,5,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1,1,4,1,2
18.99,0,0,2.5,10.21,9.94,3.5,0,0,0,3.79,15.04,0,8.14971,25.49,209.26534,25.04533,156.26701,66,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,16.22,59,1,3,2,1,1
6.5,13.24,102.68001,11.56,28.83,7.89,0,0,0,2.16,0,14.99,0,0,0,3.2,1.27318,42.72,59,1,3,2,1,1
9.17,0,10.19,37.99,6.63,3.17,7.54,3.66,0,37.73,14.78,15.89,0,146.64,0,20.3,0,7,44,1,2,5,1,2
5.08,4.99,13.7,13.65,5.16,26.42,0,0,0,2.79,0,8.98,27.82,66.84,9.48,44.9,5.87,0,44,1,2,5,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,2,5,1,2
0,2.98,0,5.98,0.97,0,1.99,1.19,0,18.9,3.98,31.21,105.00066,0,44.98,0,0,7.48,31,1,2,5,1,2
0,0,8.07,0,0,1.3,2,0,0,7.36,0,17.48,0,0,0,12.92,14.2,1.29,88,1,3,5,2,2
0,3.09,15.87,9.9,6.54,0,6.78,3.67,0,3.2,0,0.99,0,0,0,0,0,0,61,1,1,4,1,2
0,8.13,13.49,0,0,3.49,0,0,0,0,0,0,0,0,6.24,46.76,0,2.13,61,1,1,4,1,2
0,6.77,24.85,5.99,2.71,6.68,0,0,0,0,0,54.77,0,0,0,0,0,0,29,1,2,5,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,2,5,4,2
19.38,43.45,31.8,20.47,21.79,13.5,2.58,7.96,14.39,0,18.09,40.21,43.02,0,0,0,15.75,0,68,1,2,1,2,2
0,0,7,6,0,5.99,7.29,1.19,0,4.72,0,22.36,22.03,0,0,0,29.86,11.31,68,1,2,1,2,2
0,14.97,16.85,6.99,13.58,36.94,0,0,0,0,13.38,16.47,36.94,0,0,39.2,0,0,29,1,1,4,1,2
0,0,0,0,0,0,2.49,0,0,0,0,0,41.5,0,0,0,0,0,29,1,1,4,1,2
0,1.5,14.96,10.57,9.89,9.34,0,0,2.99,11.59,0,16.26,0,0,3.49,0,59.98,7.57,50,1,2,3,1,2
0,0,0,0,0,0,0,0,0,19.44,0,0,0,0,21.63,0,4.12785,0,50,1,2,3,1,2
0,0,6.41215,0,0,0,0,4.74886,0,0,0,5.78899,41.49966,0,0,7.6,0,0,45,1,2,1,1,2
0,12.16525,26.35557,12.86262,5.63574,5.54639,4.06316,18.79985,3.01814,7.88334,4.75612,18.91382,28.75,0,0,0,0,0,45,1,2,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,3,3,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,3,3,1,2
0,3.29,4.69,4.79,3.12,0.99,0,0,0,0,0,4.5,0,0,0,0,0,0,62,1,2,1,1,1
0,6.23,25.74,13.94,0,0,2.49,0,0,0,0,0,0,0,0,0,0,0,62,1,2,1,1,1
2.32,15.44,5.63,18.4,18.34,0,0,0,0,0,0,14.23,0,0,0,0,0,2.93,55,2,1,4,1,2
1.53,0,0,9.23,7.18,0,0,0,0,0,0,13.2,0,0,0,0,0,4.19,55,2,1,4,1,2
0,8.97,39.85,6.18,0,8.94,0,2.99,0,35.98,5.94,9.16,0,76.32,0,0,0,37.03,50,2,2,1,1,2
0,4.98,6.49,6.46,0,0,0,0,0,12.36,0,4.19,0,89.04,0,5.56576,7.43131,4.22207,50,2,2,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,59.84,0,0,0,0,0,88,1,2,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,91.23,0,0,21.4,23.98,18.19,88,1,2,1,1,2
10.99,18.97,6.49,5.98,34.98,3.99,0,0,0,0,0,36.93,0,0,0,26.87,21.93,13.46,51,1,4,2,1,2
11.99,27.37,17.88,13.08,14.64,10.3,10.99,1.5,6,0,13.99,56.43,0,0,0,20.51,0,6.47,51,1,4,2,1,2
0,3,0,17.48,9.38,8,0,0,6.89,0,0,16,0,0,0,0,0,0,63,1,2,1,4,2
10.55,3,22.16,0,23.88,1,0,1.79,0,23.49,0,15.08,0,0,0,0,0,0,63,1,2,1,4,2
0,0,9.99,4.98,0,0,0,0,0,0,0,2.29,0,0,0,0,0,0,26,1,1,4,1,1
0,0.99,0,2.99,0,0,2.99,0,0,0,0,0,0,0,0,0,0,0,26,1,1,4,1,1
0,6.75,23.38,3.85,19.72,4.85,0,0,7.7,1.33,0,3.89,0,0,27.44,0,0,1.06,46,1,5,2,1,1
0,2,0,0,3.96,7.54,0,0,2.59,9.71,0,7.17,0,0,0,6.88,0,2.11,46,1,5,2,1,1
0,0,0,0,0,3.49,0,0,0,44.94,10.38,0,0,0,0,0,0,52.13,53,1,4,2,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,4,2,1,2
21.99216,34.19602,66.707,35.67571,20.5026,9.15243,17.93611,23.51676,13.85241,32.73187,16.41357,46.01333,0,7.33295,0,0,0,20.0106,32,1,4,2,4,2
15.1643,67.43928,140.58021,43.7092,39.48439,20.22995,16.85006,23.62684,26.21213,55.00198,28.16404,81.0776,0,0,0,0,0,0,32,1,4,2,4,2
3.09,8.36,15.93,23.17,8.76269,35,10.82,2.96542,3.09,5.34,2.06,20.38189,0,0,7.8,0,0,0,34,1,6,2,1,2
1.53,21.5,11.79008,16.11,75.83692,28.16495,0,0,3.81,14.53,0,18.65804,0,0,0,34.68,64.14582,0,34,1,6,2,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,1,4,1,2
0,6.87,16.37,0,2.98,0,0,0,2,0,0,0,0,0,0,0,0,3.99,57,1,1,4,1,2
0,7.29,0,0,7.67,0,0,0,0,0,0,2.61,0,96.36,0,0,0,0,81,1,2,1,6,2
1.13,17.31,16.6,18.33,2.88,4.1,2.1,1.71,3.64,1.77,2.39,23.96,0,103.15,0,0,15.72,8.41,81,1,2,1,6,2
9.79692,31.75029,31.68849,26.87502,18.07499,9.95505,0,4.32288,3.20938,31.18224,10.29601,41.61602,6.30272,0,0,0,0,16.27,37,1,4,2,1,2
0,23.452,23.85594,6.92611,3.42068,6.07589,3.44071,21.40147,2.86883,3.09525,9.11958,3.22354,0,0,17.26,0,0,0,37,1,4,2,1,2
13.12,29.86,131,12.4,6.68,0,0,0,3.79,48.26,10.09,78.22,0,0,11.1,50.32,2.72769,95.21,63,1,4,2,1,2
0,21.69,31.8,26.95,2.01,3.09,12.3,5.24,0,43.73,6.65,34.84,0,0,0,0,0,17.31,63,1,4,2,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,2,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,2,1,1,2
0,0,0,0,9.78,3.5,0,0,0,22.62,0,0,0,0,0,32.4,0,0,55,1,5,2,2,2
11,3.5,180,8,0,0,4.27967,5.72033,0,10.8,0,0,0,0,0,0,0,32.4,55,1,5,2,2,2
0,3.77,3.9,3.25,0,0,0,0,0,0,5.51,9.04,79.8,0,0,8.53,19.78404,228.22,50,1,4,2,1,2
30.12,53.69,63.21,11.94,40.79,46.64,0,1.5,25.7,39.29,14.35,49.59,14,0,20.98,0,22.53,387.67604,50,1,4,2,1,2
15,5.5,32,2,12,0,4.27967,5.72033,0,10.6,0,5,0,0,0,0,0,34.98,30,1,3,3,2,2
0,3,23,4,0,4.99,0,5,0,0,0,0,0,0,0,0,0,10.6,30,1,3,3,2,2
0,2.99,0,0,0,0,0,0,1,0,0,1.99,0,0,0,27.87,2.98,0,44,1,3,3,1,1
12.59,0,0,0,5.49,0,0,0,0,0,0,16.48,0,0,0,0,25.98,25.72,44,1,3,3,1,1
0,5.97,6,12.7,0,0,9.38,2.97,0,0,0,10,0,13.26,0,0,0,6.42,48,1,4,5,1,2
4,8.4,6.39,6.54,4.54,0,0,4.2,1.96,4.28,2.68,1,0,21.54,0,0,0,22.47,48,1,4,5,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.99,0,62,1,2,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,2,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,2,1,1,2
0,18.85,13.15,17.8,5.53,3.52,7.5,4.9,13.55,8.92,3.37,22.37,0,0,0,14.51,0,20.17,39,1,2,3,1,2
2.01,19.57,9.62,12.19,5.15,0,1.53986,6.64014,11.87,5.46,0,30.04,0,0,0,4.3,71.68509,27.05,39,1,2,3,1,2
0,5.65,17.77,12.66,0,0,0,0,0,4.64,0,24.99,0,0,4.28,0,0,6.34,59,1,1,4,1,2
0,0,0,0,0,0,0,0,0,3.19,0,5.56,10.68,0,32.02,0,0,0,59,1,1,4,1,2
5.76,22.64,73.53,55.41,37.4,24.79542,2.88,3.26458,5.82,5.47,2.98,40.47,0,0,22.98,78.66,30.99,0,41,1,4,2,1,1
6.56,11.06,58.65,38.75,34.32,17.32,10.75,0,7,9.74,0,47.53,0,0,0,25.85,0,28.01,41,1,4,2,1,1
1.19,5.48,6.07,10.96,3.47,10.17,0,0,0,0,0,19.42,0,0,0,0,0,5.27,61,1,2,1,1,2
4.99,3.49,2.5,9.18,0,3.24,0,4.89,3.98,6.36,1.88,12.56,0,0,0,4.25,0,1.06,61,1,2,1,1,2
0,11.6,16.72,11.53,0,5.48,0,11.87,19.24,0,13.29,36.11,0,0,0,7.34,59.8,330.28,70,2,2,1,1,2
0,1.4,2.04,2.56,0,1.43,6.03,8.34,5.24,3.48,0,50.97,0,0,0,11.04,0,34.1,70,2,2,1,1,2
8.38,11.22,0,22.17,2.5,14.46,0,3.99,0,2.11,2.45,6.31,0,0,0,14.26,0,27.8599,21,1,4,5,4,2
53.79,6.85,0,57.73,2.79,25.48,3.87,34.94,5.96,0,0,65.15,0,0,0,0,2,12.7,21,1,4,5,4,2
9.32269,3.77347,13.83848,5.9073,6.74839,1.89009,0,4.96573,0,8.67628,5.23452,15.39305,0,0,0,0,0,0,58,1,1,4,1,1
6.54665,14.29256,18.70868,3.60124,0,9.17702,0,4.558,2.84329,4.62093,4.48058,6.92104,0,0,0,0,0,0,58,1,1,4,1,1
