"CEREAL","BAKEPROD","MEATS","DAIRY","FRSHFRUT","FRSHVEG","PROCFRUT","PROCVEG","SWEETS","NONALBEV","OILS","MISCFOOD","ALCBEV","SMOKSUPP","PET_FOOD","PERSPROD","DRUGSUPP","HOUSKEEP","AGE_REF","BLS_URBN","FAM_SIZE","FAM_TYPE","RACE_REF","HISP_REF"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,2,3,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,2,3,1,2
35.62,16.73,66.3379,36.39211,49.74,18.63,12.20889,3.51111,33.21,36.38,24.24,73.36,38.71,0,12.99,34.58,67.5,94.85494,52,1,2,1,1,2
7.99,3.69,5.66,15.16,30.89,16.26,0,0,0,2.96,8.56,41.87,0,0,0,86.66,0,61.06283,52,1,2,1,1,2
5.58257,43.83948,74.9849,26.39734,21.4411,15.58567,24.48051,24.62503,11.90613,31.84192,0,69.31537,0,0,0,0,0,0,50,1,2,1,1,2
13.92687,52.43318,74.24841,34.27935,16.06109,15.96103,14.46409,41.38707,4.94515,26.68536,7.79281,47.8156,0,0,0,0,0,0,50,1,2,1,1,2
0,0,0,0,1,0,0,0,0,7.01,0,0,0,0,0,0,0,2.14,73,1,1,4,1,2
0,0,0,5.84,7.61,1.75,0,0,0,0,0,10.75,0,0,0,0,0,0,73,1,1,4,1,2
11.18246,9.12995,17.53019,11.6615,13.71345,3.70905,5.04476,0,0,13.78115,0,12.96753,0,0,0,24.69685,26.15362,23.0425,73,1,2,1,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.43,73,1,2,1,2,2
0,3.5982,7.29181,0,3.12953,6.85276,0,0,0,5.71682,0,4.82089,0,0,0,0,0,0,43,1,4,2,1,2
12.3173,25.02916,56.20816,12.87882,10.09537,8.04979,3.72795,4.64673,12.85808,16.97337,20.09824,68.91703,0,0,87.7,49.27,0,0,43,1,4,2,1,2
0,11.36,25.37,5.48,7.62,13.5,0,3.98,9.47,0.86,6.99,11.19,73.39,0,0,5.98,0,0,60,1,2,1,1,2
0,13.83,51.92,8.77,3.9,5.41,0,5.98,4.42,33.77,2.68,49.08,95.71,0,66.99,16.82,4.44,39.29,60,1,2,1,1,2
0,0,12.12,0,0,0,3.88,0,0,4.96,0,5.5,0,0,9.27213,12.71,0,33.99081,57,1,1,4,2,2
1,3.49,6.69,1.49,0,8.97,3.29,0,0,0,0,4.88,0,0,0,0,0,0,57,1,1,4,2,2
0,4.66,0,9.25,0,0,0,0,0,0,0,19.78,23.45543,0,0,0,0,0,32,1,1,4,1,2
0,11.86364,0,0,0,0,2.17871,5.74766,0,0,0,33.74,0,5.3,0,15.93,0,12.74,32,1,1,4,1,2
0,12.02,11.16,4.78,0,0,0,0,0,19.16,0,1.01,12.82,14.83,0,0,0,0,43,1,3,3,1,2
0,12.01,12.03,4.06,0,0,3.46,0,0,13.03,0,16.1,0,0,0,0,0,2.88,43,1,3,3,1,2
5.49,2.24,35.33,2.49,5.97,10.86,0,0,2.99,0,0,25.3,0,0,25.99,0,0,0,23,1,2,5,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,2,5,1,2
0,3.05,0,2.35,0,0,0,0,0,0,0,4.16,0,0,0,0,1.31176,0,69,1,2,1,1,1
0,0,10.25,3.78,6.25,6.69,0,3.49386,3.87,18.12,0,2.70614,0,0,0,0,0,0,69,1,2,1,1,1
8.97,6.17,0,17.13,1.33,0,0,7.39,1.6,9.57,0,4.79,0,0,19.25,29.36,31,48.74546,67,1,2,1,1,2
4.5,0,44.56,13.99,0,13.98,0,0,6.52,0,0,7,0,0,0,0,12.34594,50.83,67,1,2,1,1,2
0,20.68,0,15.15,4.74,1.57,0,0,0,0,0,17.93,6.5,0,0,17.9,0,2.52,63,1,1,4,1,2
0,8.17,7.55,8.77,7.92,3.38,0,1.79,0,0,0,31,0,0,0,0,59.07,15.38,63,1,1,4,1,2
1.15,2.98,0,7.42,10.96,21.4,0,3.39,1,0,3.69,7.95,0,0,0,9.54,11.58,5.3,73,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,17.33108,0,0,0,0,0,22,1,1,4,1,2
5.38,0,51.2,11.86,0,0,0,0,0,0,3.72,52.74,64.69,0,0,0,0,0,22,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,1,4,6,2
0,0,0,0,12.12,0,0,0,2,2.66,0,1.91,0,0,0,0,0,0,39,1,1,4,6,2
1,4.87,40.08,3.52,2.76,6.98,3,4.79,18.98,8.96,2.29,2.77,0,0,0,32.94,0,47.06,80,1,2,1,1,1
0,0.89,6.79,0,2.77,0,0,0,0,24.32,2.29,2,0,0,0,0,11.78,13.88,80,1,2,1,1,1
12.66,12.96,7.99,39.4,0,5.06,0,4.77,0,0,5.49,18.65,0,0,0,0,0,0,57,1,3,2,1,2
0,10.99,0,23.46,0,0,2.99,0,17.69,0.96,0,27.25,0,0,0,0,0,0,57,1,3,2,1,2
4.13,1.91,23.2,19.86,0,2.51,28.95,0,4.02,0,0,34.36,17,0,0,0,0,9.46,72,1,2,1,1,2
0,11.41,35.43,0,37.47,0,0,0,0,0,0,37.27,0,0,0,0,5.02325,56.27,72,1,2,1,1,2
0,6.88,41.88,0,13.68,0,0,0,0,5.49,0,24.44,0,0,0,0,0,0,48,1,5,2,1,2
0,0,24.04,9.97,29.15,5.49,2.19,8.97,0,7.14,4.69,22.67,0,0,0,0,4,0,48,1,5,2,1,2
3.39,22.75,26.24,1.99,15.23,5.25,2.88,2.88,0,0.99,1.88,21.01,7,0,0,6.41,199.95,109.53,72,1,2,1,1,2
7.58,26.93,16.47,13.65,19.03,3.48,3.59,3.27,3.48,12.88,1.88,31.67,28.87,0,0,9.05,64.1,10.68,72,1,2,1,1,2
0,7.57,47.45,2.89,8.4,9.58,0,3.31937,2.07063,0,2.5,8.98,0,0,0,0,0,19.18,80,1,1,4,1,2
0,0.79,11.99,3.10331,1.05,3.24,3,2.78,0,3.5,0,13.30669,0,0,0,0,0,0,80,1,1,4,1,2
19.77,25.83014,35.72,34.2,4.02414,6.59539,3.08136,4.11864,4.01,54.19986,4.51,56.92047,13.88,0,82.6,8,0,14.93,42,1,4,5,6,1
5.98106,7.19,11.82,28.47194,12.04894,12.413,11.29272,14.09234,3.09,13.33,3.36343,51.59657,0,0,0,80.3116,15.1584,40.58,42,1,4,5,6,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,1,4,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,1,4,1,1
3.79,7.14,2.37,6.16,14.21,4.31,0,2.6,2.6,2.64,8.04,9.59,0,0,0,5.28,15.86,43.38,69,1,2,1,1,2
0,6.76,9.02,9.33,1.31,0,0,2.59,6.31,3.32,0,8.31,0,0,99.62,56.28,95.50356,4.65,69,1,2,1,1,2
2.31,49.94,9.31,21.65121,6.88714,14.97,0,0,0,7.43164,0,21.05,0,0,8.97,0,0,44.75,53,1,2,1,1,1
0,36.35,48.78,32.36,54.56,29.13,5.26042,4.30958,0,16.94,9.06,28.61,1.61,0,0,20.55,0,0,53,1,2,1,1,1
0,1.99,0,0,1.75,0,0,0,0,0,0,0.89,0,0,0,0,0,0,76,1,1,4,1,2
0,3.69,0,3.29,0,0,0,0,0,0,0,2.47,0,0,0,0,0,0,76,1,1,4,1,2
7.61756,9.63515,51.70667,15.89978,11.96254,14.93586,0,11.53349,2.97961,24.97759,0,28.29174,0,0,0,5.81,0,37.38,59,1,2,1,1,2
9.70265,29.97931,30.40488,21.00235,15.27493,4.93938,3.43592,15.92445,21.40316,8.08522,4.72005,25.56769,0,0,88.96,0,0,0,59,1,2,1,1,2
0,0,12.98,8.04,0,10.9,0,0,0,8.1,0,0,0,0,0,18.34,0,21.39,28,1,1,4,1,2
0,0,0,1.99,0,3.72,0,0,0,0,0,89.51,0,0,0,0,0,0,28,1,1,4,1,2
0,9.98,0,0,0,0,0,0,0,0,0,0,19.62,0,0,0,0,0,51,1,3,2,1,2
0,0,0,17.99,1.24,40.9,0,4.99,0,4.76,38.56,33.48,0,0,0,13.01,41.03,39.18,51,1,3,2,1,2
0,0,0,0,0,0,0,0,0,0,0,0,23.42,0,0,0,0,0,23,1,2,5,4,2
4.79,0,0,12.77,22.72,5.48,10.98,5.02,0,7.5,0,10.37,0,0,0,11.82,0,15.41,23,1,2,5,4,2
0,0,3.73,4.03,0.96,0,0,0,0,17.5,0,10.48,0,0,0,0,3.03,0,77,1,1,4,1,2
0,4.03,0,0,1.41,0,0,0,0,16.71,0,41.16,0,0,0,3.18,0,5.41,77,1,1,4,1,2
7.95,12.05,16.66,4.89,5.89,10.25,3.78,4.3,0,13.36,0,22.77,9.72,0,0,6.9,0,10.14416,35,1,5,2,3,2
5.82,3.38,3.99,12.14,4.67,11.42,0,4.79,5.38,1.49,0,37.84,9.72,0,0,0,0,37.86,35,1,5,2,3,2
3.99,51.82,36.12,26.51,24.63,5.39,6.94,12.42,25.93,11.16,0,33.24,0,0,0,0,15.08,0,57,1,2,1,1,2
0,0,71.43,48.42,17.51,7.08,2.97009,3.96991,0,2.7,0,23.36,0,0,0,0,3.54,0,57,1,2,1,1,2
0,2.98,0,2.48,0,0,0,0,0,0,2.62,0,23.41,0,0,0,0,0,65,1,1,4,1,2
0,4.99,16.18,12.2,4.52,0,0,3.88,0,8.5,0,8.62,10.61,9.25,0,0,0,1.05,65,1,1,4,1,2
1.47,3.98,27.34,14.94,12.5,17.43,8.68,16.39,1,1,0,16.31,0,0,28.99,0,21,15.89,34,1,2,1,1,2
1.47,4.83,16.93,5.4,8.01,4.16,0,7.77,9.98,0.67,0,18.79,0,0,51.85,0,0,0.63,34,1,2,1,1,2
3.97,1.22,6.94,4.98,0.75,2.24,0.85593,1.14407,0,7.5,7.97,68.41,0,0,0,32.57,10,44.26,71,1,2,5,1,2
3.72,0,4.48,7.57,0,3,0.64195,0.85805,8.34,0,2.48,7.32,0,0,0,52.24,0,12.8,71,1,2,5,1,2
0,5.97,2.97,10.97,20.83,6.49,0,2.99,0,0,0,9.47,3,0,0,0,0,0,68,1,1,4,1,2
2.99,2.99,0,0,0,0,0,0,0.89,11.33,0,0,0,0,0,12.7,25.63,3.18,68,1,1,4,1,2
3.49,10.35,3.49,0,0,0,0,0,6.6,0,0,6.98,0,0,2.94,0,0,10.66,46,1,4,5,1,2
1.98,7.14,0,4.78,0,0,4.71,5.18,1.88,4.53,0,6.24,0,0,19.61,0,22.48,14.67,46,1,4,5,1,2
2.11,2.72,34.95,14.41,2,12.46,0,5.3,6.75,4.24,0,6.3,10.81,59.17,0,0,0,5.47,49,1,5,2,1,1
0,3.58,23.83,11.09,2.61,7.02,0,0,0,3.4,6.05,8.31,0,0,0,0,0,13.16,49,1,5,2,1,1
0,4.93,12.11,0,2,0,0,0,0,0,0,7.35,0,0,0,0,0,0,48,1,1,4,6,2
0,0,0,3.53,1.8,3.45,2.38,0,0,0,0,4.43,0,0,0,35.76,15.12,0,48,1,1,4,6,2
0,0,0,0,0,0,0,0,0,0,0,0,115.3549,0,0,0,29.96,0,31,1,1,4,4,2
0,6.29351,0,9.19549,0,0,6.84,9.26922,3.0199,7.1619,0,0,33.9,0,0,0,6.39,0,31,1,1,4,4,2
0,0,8.12,0,0,9.77364,0,1.73,0,21.41,16.51736,1.4,0,0,4.85,0,0,10.69,70,1,1,4,2,2
0,4.07,50.51,5.39,9.21,9.54,0,17.22,0,32.58,0,17.68,0,0,0,0,0,3.3,70,1,1,4,2,2
15.86,11.58,43.71,12.92807,26.89193,14.49,21.35,3.35,2.99,26.16,8.99,24.1,0,0,0,6.41,0,2.99,44,1,3,2,1,2
11.48,14.16,23.63009,7.74,9.79991,4.49,4.99,3.38,0,2.13,0,23.24,0,0,0,18.18,0,14.43,44,1,3,2,1,2
0,0,16.05,0,0,8.56,0,0,0,0,0,0,31.03,23.2,0,0,0,0,27,1,3,2,1,2
0,0,0,0,0,0,0,0,0,9.1,0,0,31.03,21.17,0,0,0,0,27,1,3,2,1,2
4.4882,5.67972,0,9.62907,0,4.96808,3.24235,3.64141,0,11.02172,0,9.88944,33.25,0,0,0,0,0,27,1,1,4,1,2
0,2.79,0,6.35,7.89,1.99,4,0,0,0,0,15.07,0,20.58,0,0,0,0,27,1,1,4,1,2
13.77,23.45,0,34.83,16.7,18.77,0,11,3.19,12.24,0,37.75,0,0,0,0,0,27.16,56,1,4,2,1,2
0,4,0,18.46,7.17,3.29,2.13556,2.85444,0,5.4,0,7.98,20,0,0,12.41,0,29.57,56,1,4,2,1,2
10.78,0,0,46.09,15,1.29,2.77,1.69,0,12.87,6.18,76.76,82.89535,0,0,0,0,18.1,42,1,4,2,1,2
17.25,0,70.21,23.64,15.65,8.7,0,0,0,0,7.39,61.21,7.89535,0,0,0,0,0,42,1,4,2,1,2
0,5.76,8.88,12.82,0,3.47,0,0,0,8.97,0,3.98,14,0,0,0,0,0,24,1,1,4,1,2
11,3.96,6.98,17.85,0,3.46,2.98,0,0,6,0,10.27,7.28973,0,0,0,0,0,24,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,2.16,32,1,5,2,1,1
0,2.56,35.46,30.27,0,4.2,0,0,0,0,0,63.18,0,0,0,0,1.31176,6.36,32,1,5,2,1,1
6.98,19.37251,31.44355,17.61,62.22435,0,0,3.19,4.45,6.36,0,19.78959,4.01,0,53.18473,35.19059,34.53593,56.45858,54,2,2,1,1,2
0,23.93,16.47,68.96,0,0,0,0,0,0,0,0,0,0,21.48,0,176.71,5.06,54,2,2,1,1,2
0,0,0,0,0,0,0,0,0,4.23,0,2.79,0,21.53,0,0,0,0,41,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,15.73,0,0,0,0,41,1,1,4,1,2
0,13.93,0,0,4.24,0,0.80886,5.56114,0,1.99,0,5.28,0,0,0,28.08,7.3,7.36,88,1,1,4,1,2
3.64,9.94,2.49,17.52,17.53,5,12.78,4.47,1.88,4.31,0,17.6,0,11.29024,0,6.2,9.06716,19.85,88,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,4,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,20,1,1,4,3,1
0,7.49,14.67,16.95,2.79,19.4,1.49,2.99,0,7.06,0,19.96,29.13,0,0,0,37.35238,7.1,74,1,1,4,1,2
0,0,10.42,6.87,5.99,0.99,8.99,0,0,14.97,5.18,16.99,0,0,0,16.2,0,0,74,1,1,4,1,2
15.54,9.99,56.97,9.14,1.17,13.14,0,0,26.47,17.96,0,93.52,0,0,0,0,14.43815,32.89,33,1,3,3,4,2
2.40671,0,70.9,20.25927,14.54,12.13,0,1.97073,0,2.43329,3.99,15.95,21.63,0,0,11.85,1.69,22.33,33,1,3,3,4,2
0,4.12,5.85,1.58,0.78,1.4,1.88,2.06,0,2.15,0,1.78,7.65,0,0,0,0,4.65,64,1,1,4,2,2
0,1.96,13.56,0,0,0.69,7.86,0,0,0,0,3.95,0,0,0,0,0,0,64,1,1,4,2,2
5.25,8.05,30.79,10.34,3.34,8.68,5.29,4.76,0,4.24,0,15.47,0,0,0,23.91,18.91,20.13,66,1,2,1,1,2
13.95,7.29,27.95,2.49,0,8.94,0,0,0,0,0,78.2,0,0,0,0,0,0,66,1,2,1,1,2
9.77035,15.20624,30.42092,24.33087,10.14417,1.84644,19.10957,6.10608,0,17.04405,0,31.02133,23,0,0,0,33.56552,0,88,1,2,1,1,2
3.03723,15.63302,4.08993,14.45446,27.76351,18.85351,0,3.52453,2.64934,0,4.17496,6.81951,81,0,0,12.84,205,18.53447,88,1,2,1,1,2
9.10681,11.52945,24.93023,6.35919,11.49899,6.3345,8.23154,9.22182,7.97294,22.90436,0,52.21017,23,0,0,0,0,0,50,1,3,2,6,2
8.84499,5.84271,11.24185,13.73841,39.31093,23.47186,3.41312,0,2.53528,9.45663,9.66826,8.31596,147.53,0,0,42.54,0,0,50,1,3,2,1,2
0,2.99,0,2.49,0,4.66,0,0,0,6.51,0,10.07,42.95,0,33.17285,12.37178,0,111.74822,36,1,4,2,1,2
15.78,19.57,28.91,25.85,5.51,19.86,3.99,1.98,4.89,0,13.69,1.57,0,0,0,0,0,41.73,36,1,4,2,1,2
0,2.12,8.7,4.63,0,0,0,0,2.21,6.21,0,3.55,0,0,0,0,0,0,72,1,1,4,1,2
0,4.77,6.17,2.42,0,0,6.67,0,2.12,4.09,0,7.97,0,0,0,0,0,0,72,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1,2,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1,2,1,1,2
0,0,0,0,12.44,0,0,0,3.31,4.13,0,32.51,0,0,20.79,35.36,37.4,32.47,52,1,2,1,1,2
0,3.11,14.7,11.38,0,4.24,3.63,3.82,4.15,0,2.69,14.45,0,0,0,77.29,225.87,0,52,1,2,1,1,2
5.79,4.3,0,4.41,0,0,0,0,0,0,0,5.2,17.21,0,0,8.95,0,7.55,23,1,2,5,1,1
0,5.43,4.71,4.54,0,0,0,0,0,0,0,5.23,0,0,0,6.27,4.73,0,23,1,2,5,1,1
0,1.19,24.09,7.12,0,16.3,0,3.06,0,4.26,0,1.19,0,0,0,9.82,0,44.57,58,1,2,1,1,2
0,2.38,34.09001,2.7,0,23.7,0,2.61,0,8.52,3.19,1.19,0,0,0,14.27,0,3.21,58,1,2,1,1,2
0,2.64414,0,0,0,1.55924,0,4.09649,0,0,4.63335,2.64678,0,0,0,0,0,0,48,1,1,4,1,1
4.72264,11.00847,31.49008,15.55053,19.91636,11.11075,7.24133,3.83162,6.10242,15.97512,4.8167,22.17394,14.91,0,0,0,0,0,48,1,1,4,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,2,3,1,1
0,1.49,12.32,0,32.61,0.49,0,5.68,0,10.7,0,9.32,0,0,0,0,0,33.27,37,1,2,3,1,1
0,0,0,5.5,0,0,0,0,0,17.02,0,0,0,0,0,0,0,0,65,1,3,5,1,2
0,7.48,21.8,17.51,0,0,0,0,0,46.57999,2.99,0,0,0,31.43,0,3.45301,30.23,65,1,3,5,1,2
0.99,0,7.99,12.38,0,17.73,0,0,0,0,2.5,0,0,0,0,0,0,6.36,61,1,3,5,1,2
1.25,0,28,10.69,3.96,16.79,0,0,0,0,0,12.48,0,0,0,19.13,0,0,61,1,3,5,1,2
0,7.47,9.99,17.16,8,9.54,2.13984,2.86016,0,0,0,3.99,0,0,0,5.2,0,21.72,51,1,2,5,1,1
2.39,7.48,0,3.29,0,0,0,0,2.98,4.33,3.98,9.18,0,0,0,32.37,10.29,0,51,1,2,5,1,1
0,7.99,31.24,11.97,3.19,12.76,2.49,0,0,6.03,0,6.03,21.8,20.88,3.98,0,0,0,49,1,2,1,1,2
0,4.99,32.63361,29.17,29.14,17.71,0,4.08,0,11,0,46.37639,94.11,0,0,0,12.29,12.94243,49,1,2,1,1,2
2.19,2.99,0,4.98,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,59,1,3,2,1,2
0,3.99,9.99,4.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,3,2,1,2
0,10.42,20.78,24.7,5.97,12.46,5.24,2.52,2.98,14.76,0,22.04,0,10.26,0,28.2,5,19.62,64,1,2,1,1,2
5.41,32.43,52.62,39.06,11.27,2.68,5.24,6.09,12.46,36.04,15.46,47.27,0,19.63,6.07,7.47,2.72,22.49,64,1,2,1,1,2
3.08,12.85,0,14.24,0,0,4.09,0,0,9.76,0,3.13,20.23,0,0,0,0,0,44,1,4,2,2,2
29.12,11.27,11.41,34.3,31.31,10.74,0,0,11.05,0,9.42,16.77,18,0,0,19.65,0,13.70983,44,1,4,2,2,2
0,4.74,0,7.5,6.68,3.43,4.12,1.64,1,1.33,4.46,17.62,0,0,0,0,23.84,0,54,2,3,2,1,2
3.64,6.7,8.07,6.96,4.28,5.46,2.48,2.07,4.27,17.39,6.55,26.98,0,0,25,1.05,18.9,10.41,54,2,3,2,1,2
3.62,9.38,20.93,7.81,6.59,8.36,0,7.78,0,5.5,2.98,25.36,0,0,0,0,0,0,50,1,4,2,1,2
0,12.73,2.98,6,0,5.38,0,2.14,0,0,0,0,20,0,0,77.56,0,22.16,50,1,4,2,1,2
0,0,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,100,9.71,57,1,1,4,2,2
19.24,15.76,38.53,19.47,2.49,15.99,9.13556,6.54444,1.99,32.51,9.18,21.95,0,0,0,0,0,6.44,57,1,1,4,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,2,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,2,1,1,2
0,0,0,0,0,3.32,0,0,0,0,0,3.06,0,0,0,0,214,0,42,1,3,3,1,1
6.9,4.01,28.43,12.73,13.69,1.77,0,3.47,0,13.85,0,7.69,37.11,0,0,0,0,2.14,42,1,3,3,1,1
0,0,0,0,0,0,11.83,0,0,0,0,0,27.26,92.2,0,0,0,0,32,2,2,3,1,2
9.02,18.79,33.65999,15.25,0,7.77,16.63,4.39,2.34,0,7.49,21.29,33.39,92.2,35,25.52,0,13.77,32,2,2,3,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1,1,4,1,2
0,1.27,0,0,0,0,0,0,0,24.05,0,0,0,0,0,0,0,1.05,88,1,1,4,1,2
5.05,2.98,55,3.89,0,0,0,0,2.16,11.82,1.99,1.65,0,0,0,0,0,12.01,38,1,4,2,2,2
4.49,2.98,24.84,12.38,0,4.52,1.6,0,3.43,15.57,1.65,0,3.69,0,0,0,0,0,38,1,4,2,2,2
2.5,0,13.99,2.78,16.57,3.7,0,0,0,0,0,40.25,0,0,0,0,0,0,61,1,2,5,1,2
0,2.49,11.63,5,4.81,7.33,0,1.69,0,0,1.97,9.76,0,0,0,0,0,0,61,1,2,5,1,2
0,0,0,11.58,0,0,0,8.99,0,0,0,0,0,0,0,0,0,0,53,1,2,5,1,1
0,0,0,11.58,0,0,0,8.99,0,0,0,0,0,0,0,0,0,0,53,1,2,5,1,1
0,0,12.56,6.1,2.73,0,6.99,3.07,0,17.13,0,2,0,0,0,0,0,9.87,43,1,1,4,2,2
0,0,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,1,4,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,1,4,1,2
7.37605,11.86593,26.41488,13.49667,17.66598,16.3848,4.44,4.78901,0,12.38667,4.76682,29.12167,16.99,0,3.79335,0,0,2.66813,16,1,4,5,1,1
10.19,18.94365,0,14.69,22.88,5.74,7.9,3.71635,9.31,39.57,4.98,11.4,0,0,0,0,270.72,17,16,1,4,5,1,1
2.63,6.11,0,5.99,0.33,0,2.64,0,0,3.56,0,11.93,0,0,0,0,0,0,88,1,1,4,1,2
0,3.17,10.45,3.48,0.42,0.78,2.64,0,0,4.77,3.07,21.76,0,0,0,0,0,2.49,88,1,1,4,1,2
0,0,46.01,1.69,0,0,0,0,0,0,0,0,1.93049,0,0,0,0,0,47,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,6.42756,0,0,0,0,0,47,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1,2,1,1,2
0,7.12897,10.58478,9.43071,18.85595,5.80944,0,0,4.63324,5.26594,0,17.66096,0,0,0,0,0,0,83,1,2,1,1,2
4.53,11.76649,14.74,12.70223,2.49,1.51387,1.49,5.20008,2.76052,10.5005,3.49,19.23631,0,6.36932,16.85,53.46987,10.98,41.85909,60,1,1,4,1,1
0,0,4.99,0,18.71,3.97,0,0,8.99,9.96,0,10.13,0,0,29.84,0,14.00739,3.58,60,1,1,4,1,1
0,7,8.99,0,0,3.99,0,0,0,4.5,0,1.5,0,0,0,0,0,0,73,1,2,1,1,1
0,16,7.16272,0,1.09,3.99,1.5,0,1.08,5,5.1,10.31728,0,0,0,0,0,5.41,73,1,2,1,1,1
7.41,12,0,2.24,9.07,0,0,3.98,1.19,24.24,0,37.59,42.79727,0,21.64,67.96,0,0,28,1,1,4,1,2
0,0,0,0,0,11.71,0,0,1.65,1.12,0,5.74,21.56095,0,0,0,14.49,0,28,1,1,4,1,2
0,5.99,20.52,28.85,2.65,7.82,1.59,0,0,5.17,0,23.15,42,20.67,0,14.3,0,9.14,60,1,1,4,1,2
11.58,9.69,27.98,0,7.31,16.96,0,3.49,14.87,0,3.39,32.51,18,13.78,0,5.82,0,0,60,1,1,4,1,2
4.97,2.99,4.99,0,11.19,3.74,0,2.99,7.35,7.46,1.88,23.98,0,0,0,0,8.99,14.45,43,1,4,2,1,2
14.46,12.23,54.64,16.27,19.97,0,4,9.58,8.99,26.43,0,56.22,0,0,3.66,0,16.98,10.71,43,1,4,2,1,2
0,0,5.69,8.28,0,6.83,0,0,16.27,5.61,0,58.97,0,0,0,17.47,0,21.5,27,1,3,5,1,2
0,0,11.27,4.99,0,11.83,0,0,0,0,0,5.13,0,0,0,0,0,0.11,27,1,3,5,1,2
3.9,2.86,5.2,3.11,0,0,0,0,0,22.35,0,8.62,0,0,0,0,0,0,88,1,1,4,1,2
16.16,0,0,1.02,0,0,0,0,0,18.76,0,24.8,0,0,0,0,96.42711,12.95,88,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,26,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,1,4,1,2
2.43,0,9.4,6.75,3.52,0,3.34,5.64,3.69,0,0,7.24,0,0,0,14.8,0,1.3,68,1,2,1,1,2
0.84,14.8,0,7.46,8.23,4.76,1.55,0,0,11.74,0,14.89,0,0,0,0,0,55.72,68,1,2,1,1,2
0,0.68,32.43,5.4,9.84,14.7,0,0,13.24,12.2,13.56,19.8,0,0,9.69,0,0,43.75,47,1,4,2,6,2
7.1,41.38,58.66,25.95,3.74,24.49,13.02,0,2.23,23.24,3.18,27.35,0,48.11,34.76,0,0,21.3,47,1,4,2,6,2
14.22,24.2,21.97,16.93,70.40708,21.02,0,23.4,2.99,11.87292,8.27,53.91,0,0,0,47.35,0,14.26,48,1,4,2,1,2
7.06163,12.35837,0,6.38,23.84,15.42,0,17.72,0,56.37,0,30.59,0,0,0,42.91,23.98,49.5,48,1,4,2,1,2
11,0,0,0,0,0,0,0,0,19.99,3,0,0,0,0,0,0,0,36,1,5,2,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,5,2,1,2
0,0,29.77,0,3.93,0,0,0,0,8.09,0,5,0,0,0,0,0,0,46,1,2,5,2,2
6.27,1.25,25.29,17.97,10.35509,6.03492,0,0,0,12.1,1.5,5.88,0,0,0,0,0,0,46,1,2,5,2,2
21.77,0,0,9.98,0,0,7.69485,10.28515,25.56,46.95401,25.37,22.37599,0,0,0,0,0,0,37,1,6,2,1,1
0,0.99,0,0,5.98,3.18,0.82598,1.10402,0.99,0,0,2.07,0,0,0,0,0,12.23877,37,1,6,2,1,1
0,0,8.61,4.59,0,4.49,0,0,0,0,7.68,9.04,0,18.67,0,0,0,0,29,2,3,2,1,2
0,2.05,0,0,0,1.54,0,0.51,2.05,3.16,0,9.74,0,14.79,0,0,0,0,29,2,3,2,1,2
